No,Tanggal,Waktu,Tipe,ID Sparepart,Nama Item,Qty,Harga (Rp),PIC,No Report,Mesin,Jenis Pembelian,Vendor,Keterangan
162,3/6/2026,12.10,LOG,,As capping Dia 20 X 190 SS304,2,360000,,,,,,[🚨 Emergency / Urgent] Untuk penggantian As mesin capping cam
163,2/6/2026,12.10,LOG,,Stop Kontak isi 1,5,102665,,,,Cash,Pojok Jaya Elektrik,[⚡ Insidentil / Sekali Pakai] Untuk kebutuhan pemasangan CCTV di F2
164,2/6/2026,12.10,LOG,,Stop Kontak Atlantic Broco,2,1000000,,,,Cash,Sinar Electric,[⚡ Insidentil / Sekali Pakai] Pemasangan CCTV gedung D2 (dalam ruangan QC dan depan ruangan RnD)
165,1/6/2026,12.10,LOG,,Kawat Las RD 2.6 @5Kg,1,175000,,,,Cash,Abun,[🚨 Emergency / Urgent] Untuk pengelasan dan kebutuhan consumable
166,29/5/2026,12.10,IN,MTC-SP-060,Fitting T 8 - 8,9,0,,,,,,Stock report sync (sync 0 → 9)
167,29/5/2026,12.10,IN,MTC-SP-251,Bolt L Verseng M5 x 25,44,0,,,,,,Stock report sync (sync 0 → 44)
168,29/5/2026,12.10,IN,MTC-SP-188,Three Way T Dus,12,0,,,,,,Stock report sync (sync 0 → 12)
169,29/5/2026,12.10,IN,MTC-SP-190,Mounting,37,0,,,,,,Stock report sync (sync 0 → 37)
170,29/5/2026,12.10,IN,MTC-SP-194,Sliding Bearing LM12LUU (Capping),2,0,,,,,,Stock report sync (sync 0 → 2)
171,29/5/2026,12.10,IN,MTC-SP-202,Kabel Sensor Sick,5,0,,,,,,Stock report sync (sync 0 → 5)
172,29/5/2026,12.10,IN,MTC-SP-203,Fiber Optic Omron,7,0,,,,,,Stock report sync (sync 0 → 7)
173,29/5/2026,12.10,IN,MTC-SP-212,Sensor Omron EE-SX670-WR (Capping),2,0,,,,,,Stock report sync (sync 0 → 2)
174,29/5/2026,12.10,IN,MTC-SP-229,Bolt L M6 x 65,99,0,,,,,,Stock report sync (sync 0 → 99)
175,29/5/2026,12.10,IN,MTC-SP-230,Overload LRD 06,2,0,,,,,,Stock report sync (sync 0 → 2)
176,29/5/2026,12.10,IN,MTC-SP-231,Overload LRD 07,2,0,,,,,,Stock report sync (sync 0 → 2)
177,29/5/2026,12.10,IN,MTC-SP-233,Bolt L M5 X 60,100,0,,,,,,Stock report sync (sync 0 → 100)
178,29/5/2026,12.10,IN,MTC-SP-234,Bolt Hex M5 x 60,100,0,,,,,,Stock report sync (sync 0 → 100)
179,29/5/2026,12.10,IN,MTC-SP-235,Bolt L M4 X 50,94,0,,,,,,Stock report sync (sync 0 → 94)
180,29/5/2026,12.10,IN,MTC-SP-236,Bolt Hex M4 X 50,100,0,,,,,,Stock report sync (sync 0 → 100)
181,29/5/2026,12.10,IN,MTC-SP-237,Bolt Hex M6 X 60,99,0,,,,,,Stock report sync (sync 0 → 99)
182,29/5/2026,12.10,IN,MTC-SP-238,Bolt L M8 X 60,99,0,,,,,,Stock report sync (sync 0 → 99)
183,29/5/2026,12.10,IN,MTC-SP-239,Bolt Hex M8 X 60,100,0,,,,,,Stock report sync (sync 0 → 100)
184,29/5/2026,12.10,IN,MTC-SP-241,Roda 2 inchi PU,12,0,,,,,,Stock report sync (sync 0 → 12)
185,29/5/2026,12.10,IN,MTC-SP-246,Pisau Carton Sealer (FXJ 5050A),6,0,,,,,,Stock report sync (sync 0 → 6)
186,29/5/2026,12.10,IN,MTC-SP-247,Bearing 6205 ZZ NTN,2,0,,,,,,Stock report sync (sync 0 → 2)
187,29/5/2026,12.10,IN,MTC-SP-248,Bearing 6205 Rs SKF,25,0,,,,,,Stock report sync (sync 0 → 25)
188,29/5/2026,12.10,IN,MTC-SP-250,Bolt L Verseng M4 x 25,48,0,,,,,,Stock report sync (sync 0 → 48)
189,29/5/2026,12.10,IN,MTC-SP-252,Bolt L Verseng M6 x 25,50,0,,,,,,Stock report sync (sync 0 → 50)
190,29/5/2026,12.10,IN,MTC-SP-255,Dioda Bridge MIC KBPC 25A 1K V,1,0,,,,,,Stock report sync (sync 0 → 1)
191,29/5/2026,12.10,IN,MTC-SP-258,Cylinder STNC CXSM 20X30 (Piston Cap 2),3,0,,,,,,Stock report sync (sync 0 → 3)
192,29/5/2026,12.10,IN,MTC-SP-259,Bearing 6204 2RS ASB,12,0,,,,,,Stock report sync (sync 0 → 12)
193,29/5/2026,12.10,IN,MTC-SP-260,Linear Bearing LM20UU,4,0,,,,,,Stock report sync (sync 0 → 4)
194,29/5/2026,12.10,IN,MTC-SP-261,Glass Valve,20,0,,,,,,Stock report sync (sync 0 → 20)
195,29/5/2026,12.10,IN,MTC-SP-263,Compact Cylinder Pneumatic (Capping Line 1),3,0,,,,,,Stock report sync (sync 0 → 3)
196,29/5/2026,12.10,IN,MTC-SP-280,Mini Limit Switch (L-sealer),5,0,,,,,,Stock report sync (sync 0 → 5)
197,29/5/2026,12.10,IN,MTC-SP-281,Timing Belt 8M 720 / 25mm (Cellophane Device),3,0,,,,,,Stock report sync (sync 0 → 3)
198,29/5/2026,12.10,IN,MTC-SP-282,Pogo Pin (Cartridge Resistance),43,0,,,,,,Stock report sync (sync 0 → 43)
199,29/5/2026,12.10,IN,MTC-SP-283,Nozzle check valve filling,5,0,,,,,,Stock report sync (sync 0 → 5)
200,29/5/2026,12.10,IN,MTC-SP-284,BEARING LMK 20 UU (Capping Cam),7,0,,,,,,Stock report sync (sync 0 → 7)
201,29/5/2026,12.10,IN,MTC-SP-287,Solenoid 3V21008 NC,4,0,,,,,,Stock report sync (sync 0 → 4)
202,29/5/2026,12.10,IN,MTC-SP-289,Emergency Switch Schneider,10,0,,,,,,Stock report sync (sync 0 → 10)
203,29/5/2026,12.10,IN,MTC-SP-290,Socket 3 Pin 16A (PLUG),3,0,,,,,,Stock report sync (sync 0 → 3)
204,29/5/2026,12.10,IN,MTC-SP-291,Socket 3 pin 16A,2,0,,,,,,Stock report sync (sync 0 → 2)
205,29/5/2026,12.10,IN,MTC-SP-292,BEARING LM10UU (Cellophane Device),10,0,,,,,,Stock report sync (sync 0 → 10)
206,29/5/2026,12.10,IN,MTC-SP-293,V Belt A51 (Kompresor),2,0,,,,,,Stock report sync (sync 0 → 2)
207,29/5/2026,12.10,IN,MTC-SP-294,Bearing SKF 61902 - 2RS1 (Authenticity),6,0,,,,,,Stock report sync (sync 0 → 6)
208,29/5/2026,12.10,IN,MTC-SP-295,IDEC RJ1S CL D24V (Relay Blister Pod X),6,0,,,,,,Stock report sync (sync 0 → 6)
209,29/5/2026,12.10,IN,MTC-SP-296,Socket Relay IDEC RJ1S CL 24V,6,0,,,,,,Stock report sync (sync 0 → 6)
210,29/5/2026,12.10,IN,MTC-SP-297,Bearing CSK25PP,1,0,,,,,,Stock report sync (sync 0 → 1)
211,29/5/2026,12.10,IN,MTC-SP-298,IDEC RELAY RJ2S (24Vdc),3,0,,,,,,Stock report sync (sync 0 → 3)
212,29/5/2026,12.10,IN,MTC-SP-299,Socket Relay RJ2S,1,0,,,,,,Stock report sync (sync 0 → 1)
213,29/5/2026,12.10,IN,MTC-SP-300,Relay Timer H3Y (24Vdc),2,0,,,,,,Stock report sync (sync 0 → 2)
214,29/5/2026,12.10,IN,MTC-SP-301,RELAY MY4N (24Vdc),1,0,,,,,,Stock report sync (sync 0 → 1)
215,29/5/2026,12.10,IN,MTC-SP-302,Stopkontak isi 2,6,0,,,,,,Stock report sync (sync 0 → 6)
216,29/5/2026,12.10,IN,MTC-SP-303,Stopkontak isi 3,4,0,,,,,,Stock report sync (sync 0 → 4)
217,29/5/2026,12.10,IN,MTC-SP-132,Timer,6,0,,,,,,Stock report sync (sync 0 → 6)
218,29/5/2026,12.10,IN,MTC-SP-133,DC Brushed Motor Speed governor,5,0,,,,,,Stock report sync (sync 0 → 5)
219,29/5/2026,12.10,IN,MTC-SP-134,Fork Sensor Sick,5,0,,,,,,Stock report sync (sync 0 → 5)
220,29/5/2026,12.10,IN,MTC-SP-135,Photoelectric Sensor,1,0,,,,,,Stock report sync (sync 0 → 1)
221,29/5/2026,12.10,IN,MTC-SP-136,Insulator,2,0,,,,,,Stock report sync (sync 0 → 2)
222,29/5/2026,12.10,IN,MTC-SP-137,Switch ON/OFF,9,0,,,,,,Stock report sync (sync 0 → 9)
223,29/5/2026,12.10,IN,MTC-SP-138,Relay MKS2P,5,0,,,,,,Stock report sync (sync 0 → 5)
224,29/5/2026,12.10,IN,MTC-SP-139,Relay Socket PTF - 08A,64,0,,,,,,Stock report sync (sync 0 → 64)
225,29/5/2026,12.10,IN,MTC-SP-140,Relay LY2N DC,55,0,,,,,,Stock report sync (sync 0 → 55)
226,29/5/2026,12.10,IN,MTC-SP-141,Relay LY2N AC,50,0,,,,,,Stock report sync (sync 0 → 50)
227,29/5/2026,12.10,IN,MTC-SP-142,Contactor 09A,3,0,,,,,,Stock report sync (sync 0 → 3)
228,29/5/2026,12.10,IN,MTC-SP-143,Contactor 25A,6,0,,,,,,Stock report sync (sync 0 → 6)
229,29/5/2026,12.10,IN,MTC-SP-144,Relay Songle 10mF,5,0,,,,,,Stock report sync (sync 0 → 5)
230,29/5/2026,12.10,IN,MTC-SP-145,Single Phase Motor Speed Regulator,2,0,,,,,,Stock report sync (sync 0 → 2)
231,29/5/2026,12.10,IN,MTC-SP-146,Relay Socket PF0 - 083A (Socket Timer & Counter),15,0,,,,,,Stock report sync (sync 0 → 15)
232,29/5/2026,12.10,IN,MTC-SP-148,Overload LRD 12,4,0,,,,,,Stock report sync (sync 0 → 4)
233,29/5/2026,12.10,IN,MTC-SP-149,Relay MY2N DC,10,0,,,,,,Stock report sync (sync 0 → 10)
234,29/5/2026,12.10,IN,MTC-SP-176,"Tee Kombinasi Galvanish 1/4"" - 1/2""",5,0,,,,,,Stock report sync (sync 0 → 5)
235,29/5/2026,12.10,IN,MTC-SP-177,"Tee Galvanish 1""",1,0,,,,,,Stock report sync (sync 0 → 1)
236,29/5/2026,12.10,IN,MTC-SP-178,"Elbow 1""",2,0,,,,,,Stock report sync (sync 0 → 2)
237,29/5/2026,12.10,IN,MTC-SP-179,Watermoor Galvanish,1,0,,,,,,Stock report sync (sync 0 → 1)
238,29/5/2026,12.10,IN,MTC-SP-180,Taffhome Tutup Pintu Automatic,1,0,,,,,,Stock report sync (sync 0 → 1)
239,29/5/2026,12.10,IN,MTC-SP-182,Ball Valve,3,0,,,,,,Stock report sync (sync 0 → 3)
240,29/5/2026,12.10,IN,MTC-SP-183,"Elbow 1 1/2""",6,0,,,,,,Stock report sync (sync 0 → 6)
241,29/5/2026,12.10,IN,MTC-SP-185,"Double Naple Galvanish 1""",3,0,,,,,,Stock report sync (sync 0 → 3)
242,29/5/2026,12.10,IN,MTC-SP-186,"Double Naple Galvanish 3/4""",2,0,,,,,,Stock report sync (sync 0 → 2)
243,29/5/2026,12.10,IN,MTC-SP-187,"Double Naple Galvanish 1/2""",3,0,,,,,,Stock report sync (sync 0 → 3)
244,29/5/2026,12.10,IN,MTC-SP-147,Solid State Relay (SSR),4,0,,,,,,Stock report sync (sync 0 → 4)
245,29/5/2026,12.10,IN,MTC-SP-027,Ring M6,66,0,,,,,,Stock report sync (sync 0 → 66)
246,29/5/2026,12.10,IN,MTC-SP-028,Ring Per M6,191,0,,,,,,Stock report sync (sync 0 → 191)
247,29/5/2026,12.10,IN,MTC-SP-029,Bolt L M5,65,0,,,,,,Stock report sync (sync 0 → 65)
248,29/5/2026,12.10,IN,MTC-SP-030,Nut M5,290,0,,,,,,Stock report sync (sync 0 → 290)
249,29/5/2026,12.10,IN,MTC-SP-031,Ring M5,278,0,,,,,,Stock report sync (sync 0 → 278)
250,29/5/2026,12.10,IN,MTC-SP-032,Fitting Lurus 6 - 6,8,0,,,,,,Stock report sync (sync 0 → 8)
251,29/5/2026,12.10,IN,MTC-SP-033,Fitting Lurus 6 - 8,9,0,,,,,,Stock report sync (sync 0 → 9)
252,29/5/2026,12.10,IN,MTC-SP-034,Fitting Lurus 8 - 8,10,0,,,,,,Stock report sync (sync 0 → 10)
253,29/5/2026,12.10,IN,MTC-SP-035,Fitting Lurus 8 - 12,2,0,,,,,,Stock report sync (sync 0 → 2)
254,29/5/2026,12.10,IN,MTC-SP-036,Fitting Lurus 12 - 12,17,0,,,,,,Stock report sync (sync 0 → 17)
255,29/5/2026,12.10,IN,MTC-SP-037,"Fitting 6 - 1/2""",16,0,,,,,,Stock report sync (sync 0 → 16)
256,29/5/2026,12.10,IN,MTC-SP-038,"Fitting 8 - 1/2""",12,0,,,,,,Stock report sync (sync 0 → 12)
257,29/5/2026,12.10,IN,MTC-SP-039,"Fitting 12 - 1/2""",1,0,,,,,,Stock report sync (sync 0 → 1)
258,29/5/2026,12.10,IN,MTC-SP-040,"Fitting 12 - 1""",1,0,,,,,,Stock report sync (sync 0 → 1)
259,29/5/2026,12.10,IN,MTC-SP-043,"Double Naple 1/2"" - 5/8""",2,0,,,,,,Stock report sync (sync 0 → 2)
260,29/5/2026,12.10,IN,MTC-SP-044,"Fitting L 6 - 3/16""",10,0,,,,,,Stock report sync (sync 0 → 10)
261,29/5/2026,12.10,IN,MTC-SP-045,"Fitting L 6 - 3/8""",7,0,,,,,,Stock report sync (sync 0 → 7)
262,29/5/2026,12.10,IN,MTC-SP-046,"Fitting L 8 - 3/8""",11,0,,,,,,Stock report sync (sync 0 → 11)
263,29/5/2026,12.10,IN,MTC-SP-047,"Fitting L 8 - 1/2""",4,0,,,,,,Stock report sync (sync 0 → 4)
264,29/5/2026,12.10,IN,MTC-SP-048,"Fitting L 10 - 1/2""",2,0,,,,,,Stock report sync (sync 0 → 2)
265,29/5/2026,12.10,IN,MTC-SP-049,"Naple Speed Control 8 - 3/8""",8,0,,,,,,Stock report sync (sync 0 → 8)
266,29/5/2026,12.10,IN,MTC-SP-050,"Naple Speed Control 8 - 5/8""",10,0,,,,,,Stock report sync (sync 0 → 10)
267,29/5/2026,12.10,IN,MTC-SP-051,"Naple Speed Control 6 - 3/16""",5,0,,,,,,Stock report sync (sync 0 → 5)
268,29/5/2026,12.10,IN,MTC-SP-052,"Naple Speed Control 6 - 1/2""",20,0,,,,,,Stock report sync (sync 0 → 20)
269,29/5/2026,12.10,IN,MTC-SP-053,"Naple Speed Control 6 - 5/8""",10,0,,,,,,Stock report sync (sync 0 → 10)
270,29/5/2026,12.10,IN,MTC-SP-054,Fitting Y 6 - 6,17,0,,,,,,Stock report sync (sync 0 → 17)
271,29/5/2026,12.10,IN,MTC-SP-055,Fitting Y 6 - 8,19,0,,,,,,Stock report sync (sync 0 → 19)
272,29/5/2026,12.10,IN,MTC-SP-056,Fitting Y 8 - 8,4,0,,,,,,Stock report sync (sync 0 → 4)
273,29/5/2026,12.10,IN,MTC-SP-057,Fitting Y 8 - 12,13,0,,,,,,Stock report sync (sync 0 → 13)
274,29/5/2026,12.10,IN,MTC-SP-058,Fitting Y 12 - 12,15,0,,,,,,Stock report sync (sync 0 → 15)
275,29/5/2026,12.10,IN,MTC-SP-059,Fitting T 6 - 8,21,0,,,,,,Stock report sync (sync 0 → 21)
276,29/5/2026,12.10,IN,MTC-SP-061,"Silencer Pneumatic 3/8""",9,0,,,,,,Stock report sync (sync 0 → 9)
277,29/5/2026,12.10,IN,MTC-SP-062,Biaxial Cylinder TN 20 X 40S,8,0,,,,,,Stock report sync (sync 0 → 8)
278,29/5/2026,12.10,IN,MTC-SP-063,Cylinder 16 X 30 (Piston Capping),3,0,,,,,,Stock report sync (sync 0 → 3)
279,29/5/2026,12.10,IN,MTC-SP-064,Cellophane Heater,2,0,,,,,,Stock report sync (sync 0 → 2)
280,29/5/2026,12.10,IN,MTC-SP-066,Timing Belt 150L,3,0,,,,,,Stock report sync (sync 0 → 3)
281,29/5/2026,12.10,IN,MTC-SP-067,Timing Belt 270XL,5,0,,,,,,Stock report sync (sync 0 → 5)
282,29/5/2026,12.10,IN,MTC-SP-068,Timing Belt HTD 450 - 5M,4,0,,,,,,Stock report sync (sync 0 → 4)
283,29/5/2026,12.10,IN,MTC-SP-069,Timing Belt HTD 475 - 5M,2,0,,,,,,Stock report sync (sync 0 → 2)
284,29/5/2026,12.10,IN,MTC-SP-070,Timing Belt HTD 550 - 5M,1,0,,,,,,Stock report sync (sync 0 → 1)
285,29/5/2026,12.10,IN,MTC-SP-071,Timing Belt HTD 1295 - 5M,3,0,,,,,,Stock report sync (sync 0 → 3)
286,29/5/2026,12.10,IN,MTC-SP-072,V Belt A 25,3,0,,,,,,Stock report sync (sync 0 → 3)
287,29/5/2026,12.10,IN,MTC-SP-073,V Belt M28,1,0,,,,,,Stock report sync (sync 0 → 1)
288,29/5/2026,12.10,IN,MTC-SP-074,Kepala Steker,39,0,,,,,,Stock report sync (sync 0 → 39)
289,29/5/2026,12.10,IN,MTC-SP-075,Loctite,2,0,,,,,,Stock report sync (sync 0 → 2)
290,29/5/2026,12.10,IN,MTC-SP-077,Solenoid 4V21008 (AC 220V),6,0,,,,,,Stock report sync (sync 0 → 6)
291,29/5/2026,12.10,IN,MTC-SP-079,Solenoid 4V21008 (DC 24V),10,0,,,,,,Stock report sync (sync 0 → 10)
292,29/5/2026,12.10,IN,MTC-SP-080,Karet Holding,2,0,,,,,,Stock report sync (sync 0 → 2)
293,29/5/2026,12.10,IN,MTC-SP-081,Karet Capping,17,0,,,,,,Stock report sync (sync 0 → 17)
294,29/5/2026,12.10,IN,MTC-SP-082,Insulation Tape,5,0,,,,,,Stock report sync (sync 0 → 5)
295,29/5/2026,12.10,IN,MTC-SP-084,Floating Joint,4,0,,,,,,Stock report sync (sync 0 → 4)
296,29/5/2026,12.10,IN,MTC-SP-086,Solenoid 3V21008 (DC 24),4,0,,,,,,Stock report sync (sync 0 → 4)
297,29/5/2026,12.10,IN,MTC-SP-088,Nikelin,6,0,,,,,,Stock report sync (sync 0 → 6)
298,29/5/2026,12.10,IN,MTC-SP-089,Rod End Bearing,13,0,,,,,,Stock report sync (sync 0 → 13)
299,29/5/2026,12.10,IN,MTC-SP-090,Bearing 6002,17,0,,,,,,Stock report sync (sync 0 → 17)
300,29/5/2026,12.10,IN,MTC-SP-091,Bearing LM25UU,31,0,,,,,,Stock report sync (sync 0 → 31)
301,29/5/2026,12.10,IN,MTC-SP-092,Bearing 6800ZZ,2,0,,,,,,Stock report sync (sync 0 → 2)
302,29/5/2026,12.10,IN,MTC-SP-093,Bearing 680ZZ,3,0,,,,,,Stock report sync (sync 0 → 3)
303,29/5/2026,12.10,IN,MTC-SP-094,Cylinder SDA 40 x 30,1,0,,,,,,Stock report sync (sync 0 → 1)
304,29/5/2026,12.10,IN,MTC-SP-095,Bearing 6004Z,1,0,,,,,,Stock report sync (sync 0 → 1)
305,29/5/2026,12.10,IN,MTC-SP-097,Bearing 6001ZZ,4,0,,,,,,Stock report sync (sync 0 → 4)
306,29/5/2026,12.10,IN,MTC-SP-099,Micro Gear Pump (Motor Filling),4,0,,,,,,Stock report sync (sync 0 → 4)
307,29/5/2026,12.10,IN,MTC-SP-100,Carbon Brush Shrink,15,0,,,,,,Stock report sync (sync 0 → 15)
308,29/5/2026,12.10,IN,MTC-SP-101,Pisau Porforasi,7,0,,,,,,Stock report sync (sync 0 → 7)
309,29/5/2026,12.10,IN,MTC-SP-102,Sliding Block,2,0,,,,,,Stock report sync (sync 0 → 2)
310,29/5/2026,12.10,IN,MTC-SP-106,Pilot Lamp Yellow,6,0,,,,,,Stock report sync (sync 0 → 6)
311,29/5/2026,12.10,IN,MTC-SP-107,Emergency Switch,5,0,,,,,,Stock report sync (sync 0 → 5)
312,29/5/2026,12.10,IN,MTC-SP-108,Servo Motor DC 5,2,0,,,,,,Stock report sync (sync 0 → 2)
313,29/5/2026,12.10,IN,MTC-SP-109,Push Button,8,0,,,,,,Stock report sync (sync 0 → 8)
314,29/5/2026,12.10,IN,MTC-SP-110,Pilot Lamp Red,6,0,,,,,,Stock report sync (sync 0 → 6)
315,29/5/2026,12.10,IN,MTC-SP-111,Pilot Lamp Green,8,0,,,,,,Stock report sync (sync 0 → 8)
316,29/5/2026,12.10,IN,MTC-SP-113,Kapasitor 7 mF,5,0,,,,,,Stock report sync (sync 0 → 5)
317,29/5/2026,12.10,IN,MTC-SP-114,Kapasitor 8 mF,4,0,,,,,,Stock report sync (sync 0 → 4)
318,29/5/2026,12.10,IN,MTC-SP-115,Kapasitor 10 mF,4,0,,,,,,Stock report sync (sync 0 → 4)
319,29/5/2026,12.10,IN,MTC-SP-116,Kapasitor 40 mF,2,0,,,,,,Stock report sync (sync 0 → 2)
320,29/5/2026,12.10,IN,MTC-SP-117,Kapasitor 50 mF,3,0,,,,,,Stock report sync (sync 0 → 3)
321,29/5/2026,12.10,IN,MTC-SP-118,Kapasitor 200 mF,3,0,,,,,,Stock report sync (sync 0 → 3)
322,29/5/2026,12.10,IN,MTC-SP-119,Potensiometer,5,0,,,,,,Stock report sync (sync 0 → 5)
323,29/5/2026,12.10,IN,MTC-SP-120,Selector Switch,13,0,,,,,,Stock report sync (sync 0 → 13)
324,29/5/2026,12.10,IN,MTC-SP-121,Power Push Button Switch,4,0,,,,,,Stock report sync (sync 0 → 4)
325,29/5/2026,12.10,IN,MTC-SP-122,Changover Switch,3,0,,,,,,Stock report sync (sync 0 → 3)
326,29/5/2026,12.10,IN,MTC-SP-123,Sensor BF3RX,11,0,,,,,,Stock report sync (sync 0 → 11)
327,29/5/2026,12.10,IN,MTC-SP-124,Sensor BF5R - D1 - N,7,0,,,,,,Stock report sync (sync 0 → 7)
328,29/5/2026,12.10,IN,MTC-SP-125,Photoelectric Switch,6,0,,,,,,Stock report sync (sync 0 → 6)
329,29/5/2026,12.10,IN,MTC-SP-127,Terminal 12 Slot,7,0,,,,,,Stock report sync (sync 0 → 7)
330,29/5/2026,12.10,IN,MTC-SP-128,Proximity Sensor,3,0,,,,,,Stock report sync (sync 0 → 3)
331,29/5/2026,12.10,IN,MTC-SP-129,Speed Controller,3,0,,,,,,Stock report sync (sync 0 → 3)
332,29/5/2026,12.10,IN,MTC-SP-130,Temperature Controller,3,0,,,,,,Stock report sync (sync 0 → 3)
333,29/5/2026,12.10,IN,MTC-SP-131,Counter,2,0,,,,,,Stock report sync (sync 0 → 2)
334,29/5/2026,12.10,IN,MTC-SP-026,Nut M6,370,0,,,,,,Stock report sync (sync 0 → 370)
335,29/5/2026,12.10,IN,MTC-SP-001,Isolasi Tahan Panas,31,0,,,,,,Stock report sync (sync 0 → 31)
336,29/5/2026,12.10,IN,MTC-SP-005,Cable Tie 2.5x150,2,0,,,,,,Stock report sync (sync 0 → 2)
337,29/5/2026,12.10,IN,MTC-SP-006,Cable Tie 2.5x100,6,0,,,,,,Stock report sync (sync 0 → 6)
338,29/5/2026,12.10,IN,MTC-SP-007,Cartridge Ink,5,0,,,,,,Stock report sync (sync 0 → 5)
339,29/5/2026,12.10,IN,MTC-SP-008,Iron and Steel Grinding,15,0,,,,,,Stock report sync (sync 0 → 15)
340,29/5/2026,12.10,IN,MTC-SP-009,Flap Disc,48,0,,,,,,Stock report sync (sync 0 → 48)
341,29/5/2026,12.10,IN,MTC-SP-010,Cutting Sheet,31,0,,,,,,Stock report sync (sync 0 → 31)
342,29/5/2026,12.10,IN,MTC-SP-011,Dinabolt M12,39,0,,,,,,Stock report sync (sync 0 → 39)
343,29/5/2026,12.10,IN,MTC-SP-012,Dinabolt M8,274,0,,,,,,Stock report sync (sync 0 → 274)
344,29/5/2026,12.10,IN,MTC-SP-013,Fisher Kupu - Kupu,97,0,,,,,,Stock report sync (sync 0 → 97)
345,29/5/2026,12.10,IN,MTC-SP-015,Fisher S6,267,0,,,,,,Stock report sync (sync 0 → 267)
346,29/5/2026,12.10,IN,MTC-SP-016,Bolt Hex M10,32,0,,,,,,Stock report sync (sync 0 → 32)
347,29/5/2026,12.10,IN,MTC-SP-017,Nut M10,83,0,,,,,,Stock report sync (sync 0 → 83)
348,29/5/2026,12.10,IN,MTC-SP-018,Bolt L M10,45,0,,,,,,Stock report sync (sync 0 → 45)
349,29/5/2026,12.10,IN,MTC-SP-019,Bolt L M8,97,0,,,,,,Stock report sync (sync 0 → 97)
350,29/5/2026,12.10,IN,MTC-SP-020,Bolt Hex M8,113,0,,,,,,Stock report sync (sync 0 → 113)
351,29/5/2026,12.10,IN,MTC-SP-021,Nut M8,356,0,,,,,,Stock report sync (sync 0 → 356)
352,29/5/2026,12.10,IN,MTC-SP-022,Ring M8,180,0,,,,,,Stock report sync (sync 0 → 180)
353,29/5/2026,12.10,IN,MTC-SP-024,Bolt Hex M6,87,0,,,,,,Stock report sync (sync 0 → 87)
354,29/5/2026,12.10,IN,MTC-SP-025,Bolt L M6,87,0,,,,,,Stock report sync (sync 0 → 87)
355,29/5/2026,12.10,LOG,,Kain Bahan Kabulon Bludru - New Blue BCA,2,97500,,,,Cash,Raja Kain Textile,[⚡ Insidentil / Sekali Pakai] Untuk kebutuhan mesin cellophane device dan cartridge
356,29/5/2026,12.10,LOG,,Broco Stop Kontak isi 1,4,133512,,,,Cash,Pojok Jaya Elektrik (Tokopedia),"[⚡ Insidentil / Sekali Pakai] Untuk Pemasangan CCTV di G5 dan D7, serta pemasangan di fly catcher RnD"
357,8/5/2026,12.10,IN,MTC-SP-304,Stopkontak isi 5,3,38000,,,,Cash,Toko Agung Teknik,
358,6/5/2026,12.10,LOG,,Piston A03 Filling Machine,1,168000,,,,Cash,Hualian Machinery Indonesia (Tokopedia),[🚨 Emergency / Urgent] Kebutuhan pergantian sparepart mesin filling manual
359,1/4/2026,12.10,IN,,Bearing 6800ZZ (NTN),6,37879,,,,PO,Tokopedia,
360,23/1/2026,12.10,IN,MTC-SP-305,Heating plate upper sealing JBL-150,2,23000,,,,Cash,MM Bearing,
